	Sample_ID	calc_gr	calc_volumeloss	Species	Drop_out	Dilution
0	BS1.0_A1	TRUE	FALSE	MG1655	FALSE	5.0
1	BS1.0_B1	TRUE	FALSE	MG1655	FALSE	5.0
2	BS1.0_C1	TRUE	FALSE	MG1655	FALSE	5.0
3	BS1.0_D1	TRUE	FALSE	MG1655	FALSE	5.0
4	BS1.0_E1	TRUE	FALSE	MG1655	FALSE	5.0
5	BS1.0_F1	TRUE	FALSE	MG1655	FALSE	5.0
6	BS1.0_G1	TRUE	FALSE	MG1655	FALSE	5.0
7	BS1.0_H1	TRUE	FALSE	MG1655	FALSE	5.0
8	BS1.0_A2	TRUE	FALSE	MG1655	FALSE	5.0
9	BS1.0_B2	TRUE	FALSE	MG1655	FALSE	5.0
10	BS1.0_C2	TRUE	FALSE	MG1655	FALSE	5.0
11	BS1.0_D2	TRUE	FALSE	MG1655	FALSE	5.0
12	BS1.0_E2	TRUE	FALSE	MG1655	FALSE	5.0
13	BS1.0_F2	TRUE	FALSE	MG1655	FALSE	5.0
14	BS1.0_G2	TRUE	FALSE	MG1655	FALSE	5.0
15	BS1.0_H2	TRUE	FALSE	MG1655	FALSE	5.0
16	BS1.0_A3	TRUE	FALSE	SIJ216	FALSE	5.0
17	BS1.0_B3	TRUE	FALSE	SIJ216	FALSE	5.0
18	BS1.0_C3	TRUE	FALSE	SIJ216	FALSE	5.0
19	BS1.0_D3	TRUE	FALSE	SIJ216	FALSE	5.0
20	BS1.0_E3	FALSE	TRUE	MG1655	FALSE	5.0
21	BS1.0_F3	FALSE	TRUE	MG1655	FALSE	5.0
22	BS1.0_G3	FALSE	TRUE	MG1655	FALSE	5.0
23	BS1.0_H3	FALSE	TRUE	MG1655	FALSE	5.0
24	BS1.0_A4	TRUE	FALSE	MG1655	FALSE	5.0
25	BS1.0_B4	TRUE	FALSE	MG1655	FALSE	5.0
26	BS1.0_C4	TRUE	FALSE	MG1655	FALSE	5.0
27	BS1.0_D4	TRUE	FALSE	MG1655	FALSE	5.0
28	BS1.0_E4	TRUE	FALSE	MG1655	FALSE	5.0
29	BS1.0_F4	TRUE	FALSE	MG1655	FALSE	5.0
30	BS1.0_G4	TRUE	FALSE	MG1655	FALSE	5.0
31	BS1.0_H4	TRUE	FALSE	MG1655	FALSE	5.0
32	BS1.0_A5	TRUE	FALSE	MG1655	FALSE	5.0
33	BS1.0_B5	TRUE	FALSE	MG1655	FALSE	5.0
34	BS1.0_C5	TRUE	FALSE	MG1655	FALSE	5.0
35	BS1.0_D5	TRUE	FALSE	MG1655	FALSE	5.0
36	BS1.0_E5	TRUE	FALSE	MG1655	FALSE	5.0
37	BS1.0_F5	TRUE	FALSE	MG1655	FALSE	5.0
38	BS1.0_G5	TRUE	FALSE	MG1655	FALSE	5.0
39	BS1.0_H5	TRUE	FALSE	MG1655	FALSE	5.0
40	BS1.0_A6	TRUE	FALSE	SIJ216	FALSE	5.0
41	BS1.0_B6	TRUE	FALSE	SIJ216	FALSE	5.0
42	BS1.0_C6	TRUE	FALSE	SIJ216	FALSE	5.0
43	BS1.0_D6	TRUE	FALSE	SIJ216	FALSE	5.0
44	BS1.0_E6	FALSE	TRUE	MG1655	FALSE	5.0
45	BS1.0_F6	FALSE	TRUE	MG1655	FALSE	5.0
46	BS1.0_G6	FALSE	TRUE	MG1655	FALSE	5.0
47	BS1.0_H6	FALSE	TRUE	MG1655	FALSE	5.0
48	BS1.0_A7	TRUE	FALSE	MG1655	FALSE	5.0
49	BS1.0_B7	TRUE	FALSE	MG1655	FALSE	5.0
50	BS1.0_C7	TRUE	FALSE	MG1655	FALSE	5.0
51	BS1.0_D7	TRUE	FALSE	MG1655	FALSE	5.0
52	BS1.0_E7	TRUE	FALSE	MG1655	FALSE	5.0
53	BS1.0_F7	TRUE	FALSE	MG1655	FALSE	5.0
54	BS1.0_G7	TRUE	FALSE	MG1655	FALSE	5.0
55	BS1.0_H7	TRUE	FALSE	MG1655	FALSE	5.0
56	BS1.0_A8	TRUE	FALSE	MG1655	FALSE	5.0
57	BS1.0_B8	TRUE	FALSE	MG1655	FALSE	5.0
58	BS1.0_C8	TRUE	FALSE	MG1655	FALSE	5.0
59	BS1.0_D8	TRUE	FALSE	MG1655	FALSE	5.0
60	BS1.0_E8	TRUE	FALSE	MG1655	FALSE	5.0
61	BS1.0_F8	TRUE	FALSE	MG1655	FALSE	5.0
62	BS1.0_G8	TRUE	FALSE	MG1655	FALSE	5.0
63	BS1.0_H8	TRUE	FALSE	MG1655	FALSE	5.0
64	BS1.0_A9	TRUE	FALSE	SIJ216	FALSE	5.0
65	BS1.0_B9	TRUE	FALSE	SIJ216	FALSE	5.0
66	BS1.0_C9	TRUE	FALSE	SIJ216	FALSE	5.0
67	BS1.0_D9	TRUE	FALSE	SIJ216	FALSE	5.0
68	BS1.0_E9	FALSE	TRUE	MG1655	FALSE	5.0
69	BS1.0_F9	FALSE	TRUE	MG1655	FALSE	5.0
70	BS1.0_G9	FALSE	TRUE	MG1655	FALSE	5.0
71	BS1.0_H9	FALSE	TRUE	MG1655	FALSE	5.0
72	BS1.0_A10	TRUE	FALSE	MG1655	FALSE	5.0
73	BS1.0_B10	TRUE	FALSE	MG1655	FALSE	5.0
74	BS1.0_C10	TRUE	FALSE	MG1655	FALSE	5.0
75	BS1.0_D10	TRUE	FALSE	MG1655	FALSE	5.0
76	BS1.0_E10	TRUE	FALSE	MG1655	FALSE	5.0
77	BS1.0_F10	TRUE	FALSE	MG1655	FALSE	5.0
78	BS1.0_G10	TRUE	FALSE	MG1655	FALSE	5.0
79	BS1.0_H10	TRUE	FALSE	MG1655	FALSE	5.0
80	BS1.0_A11	TRUE	FALSE	MG1655	FALSE	5.0
81	BS1.0_B11	TRUE	FALSE	MG1655	FALSE	5.0
82	BS1.0_C11	TRUE	FALSE	MG1655	FALSE	5.0
83	BS1.0_D11	TRUE	FALSE	MG1655	FALSE	5.0
84	BS1.0_E11	TRUE	FALSE	MG1655	FALSE	5.0
85	BS1.0_F11	TRUE	FALSE	MG1655	FALSE	5.0
86	BS1.0_G11	TRUE	FALSE	MG1655	FALSE	5.0
87	BS1.0_H11	TRUE	FALSE	MG1655	FALSE	5.0
88	BS1.0_A12	TRUE	FALSE	MG1655	FALSE	5.0
89	BS1.0_B12	TRUE	FALSE	MG1655	FALSE	5.0
90	BS1.0_C12	TRUE	FALSE	MG1655	FALSE	5.0
91	BS1.0_D12	TRUE	FALSE	MG1655	FALSE	5.0
92	BS1.0_E12	FALSE	TRUE	MG1655	FALSE	5.0
93	BS1.0_F12	FALSE	TRUE	MG1655	FALSE	5.0
94	BS1.0_G12	FALSE	TRUE	MG1655	FALSE	5.0
95	BS1.0_H12	FALSE	TRUE	MG1655	FALSE	5.0
192	BS3.0_A1	TRUE	FALSE	MG1655	FALSE	5.0
193	BS3.0_B1	TRUE	FALSE	MG1655	FALSE	5.0
194	BS3.0_C1	TRUE	FALSE	MG1655	FALSE	5.0
195	BS3.0_D1	TRUE	FALSE	MG1655	FALSE	5.0
196	BS3.0_E1	TRUE	FALSE	MG1655	FALSE	5.0
197	BS3.0_F1	TRUE	FALSE	MG1655	FALSE	5.0
198	BS3.0_G1	TRUE	FALSE	MG1655	FALSE	5.0
199	BS3.0_H1	TRUE	FALSE	MG1655	FALSE	5.0
200	BS3.0_A2	TRUE	FALSE	MG1655	FALSE	5.0
201	BS3.0_B2	TRUE	FALSE	MG1655	FALSE	5.0
202	BS3.0_C2	TRUE	FALSE	MG1655	FALSE	5.0
203	BS3.0_D2	TRUE	FALSE	MG1655	FALSE	5.0
204	BS3.0_E2	TRUE	FALSE	MG1655	FALSE	5.0
205	BS3.0_F2	TRUE	FALSE	MG1655	FALSE	5.0
206	BS3.0_G2	TRUE	FALSE	MG1655	FALSE	5.0
207	BS3.0_H2	TRUE	FALSE	MG1655	FALSE	5.0
208	BS3.0_A3	TRUE	FALSE	SIJ216	FALSE	5.0
209	BS3.0_B3	TRUE	FALSE	SIJ216	FALSE	5.0
210	BS3.0_C3	TRUE	FALSE	SIJ216	FALSE	5.0
211	BS3.0_D3	TRUE	FALSE	SIJ216	FALSE	5.0
212	BS3.0_E3	FALSE	TRUE	MG1655	FALSE	5.0
213	BS3.0_F3	FALSE	TRUE	MG1655	FALSE	5.0
214	BS3.0_G3	FALSE	TRUE	MG1655	FALSE	5.0
215	BS3.0_H3	FALSE	TRUE	MG1655	FALSE	5.0
216	BS3.0_A4	TRUE	FALSE	MG1655	FALSE	5.0
217	BS3.0_B4	TRUE	FALSE	MG1655	FALSE	5.0
218	BS3.0_C4	TRUE	FALSE	MG1655	FALSE	5.0
219	BS3.0_D4	TRUE	FALSE	MG1655	FALSE	5.0
220	BS3.0_E4	TRUE	FALSE	MG1655	FALSE	5.0
221	BS3.0_F4	TRUE	FALSE	MG1655	FALSE	5.0
222	BS3.0_G4	TRUE	FALSE	MG1655	FALSE	5.0
223	BS3.0_H4	TRUE	FALSE	MG1655	FALSE	5.0
224	BS3.0_A5	TRUE	FALSE	MG1655	FALSE	5.0
